Make,Model,Variant,Ex-Showroom_Price(Rs),Displacement(cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(litres),Fuel_Type,Height(mm),Length(mm),Width(mm),Body_Type,Doors,City_Mileage(km/litre),Highway_Mileage(km/litre),ARAI_Certified_Mileage(km/litre),ARAI_Certified_Mileage_for_CNG(km/litre),Kerb_Weight(Kg),Gears,Ground_Clearance(mm),Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track(mm),Rear_Track(mm),Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odo,Speedo,Tacho,Trip,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(Litres),CD_MP3_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius(meter),Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Iobilizer,High_Speed_Alert_System,Lane_Watch_CameraSide_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recoended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
Maruti Suzuki,Eeco,5 Str,352136,1196,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5,12,15,15,,920,5,160,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,,,,,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2350,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400,,,TRUE,,Not on offer,,,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,TRUE,4.5,TRUE,Driver & Front Passenger,,,TRUE,,,,,,Normal,,TRUE,,TRUE,,,,TRUE,,,1510,Driver frontal airbag,,TRUE,,,1,9.9,Rake,NA,Rear Reading Lamp,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Eeco,7 Str,380573,1196,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5,12,15,15,,940,5,160,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,,,,,74PS@6000RPM,101Nm@3000rpm,Digital,Analog,Not on offer,TRUE,7,Fabric,Manual,2350,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,250,,,TRUE,,Not on offer,,,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,TRUE,4.5,TRUE,Driver & Front Passenger,Not Applicable,,TRUE,,,,,,Normal,,TRUE,,TRUE,,,,TRUE,,,1540,Driver frontal airbag,,TRUE,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,1196,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5,11,15,15,,928,5,160,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,,,,,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2350,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400,,,TRUE,,Not on offer,,,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,TRUE,4.5,TRUE,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,,,,,,,,,,,,,1510,,,,,,,9.9,Rake,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,1196,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,CNG,1800,3675,1475,MPV,5,,,,20,1050,5,160,Ventilated Disc,Drum,McPherson Strut,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,,,,,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2350,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400,,,TRUE,,Not on offer,,,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,TRUE,4.5,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,,Normal,,TRUE,,TRUE,,,,TRUE,,,1510,Driver frontal airbag,,TRUE,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,1196,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40,CNG,1800,3675,1475,MPV,5,,,,20,1030,5,160,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280,1290,155 R13 LT,155 R13 LT,,,,,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2350,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400,,,TRUE,,Not on offer,,,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,TRUE,4.5,,Driver & Front Passenger,Not Applicable,Heater,TRUE,,,,,,Normal,,TRUE,,TRUE,,,,TRUE,,,1510,Driver frontal airbag,,TRUE,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto K10,Lxi,377588,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07,,745,5,160,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,TRUE,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2360,155/65R13,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,,,TRUE,,Front,,Front,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,,,TRUE,,TRUE,,,,,TRUE,,,1210,Driver frontal airbag,,TRUE,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto K10,Vxi,394036,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07,,750,5,160,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,TRUE,Only Front Windows,,,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,TRUE,5,Fabric,Manual,2360,155/65R13,,TRUE,CD/MP3 Player,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,TRUE,TRUE,TRUE,Digital,Front,,Front,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,,,TRUE,,TRUE,,,,,TRUE,TRUE,,1210,Driver frontal airbag,,TRUE,TRUE,TRUE,1,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto K10,Lx,360843,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,19,24.07,24.07,,740,5,160,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2360,155/65R13,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,,,TRUE,,Front,,Front,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,,,TRUE,,,,,,,TRUE,,,1210,Driver frontal airbag,,TRUE,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto K10,Vxi (O),407238,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1460,3620,1475,Hatchback,5,14,17,24.07,,755,5,160,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,TRUE,Only Front Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,TRUE,5,Fabric,Manual,2360,155/65R13,,TRUE,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,TRUE,TRUE,TRUE,Digital,Front,,Front,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,1210,Driver frontal airbag,,,TRUE,,1,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto K10,Lxi Cng (O),439777,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,CNG,1475,3545,1490,Hatchback,5,,,,32.26,740,5,160,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,TRUE,,,,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2360,155/65R13,,,Not on offer,,,,,Internal,177,,,TRUE,,Front,,Front,TRUE,,,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,,,TRUE,,,,,,,,,,1210,Driver frontal airbag,,,,,1,10.0:1,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto K10,Vxi Amt (O),438559,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07,,755,5,160,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295,1290,155/65R13,155/65R13,TRUE,Only Front Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,TRUE,5,Fabric,Automatic,2360,155/65R13,,TRUE,CD Player with USB & Aux-in,,,,,Internal,177,TRUE,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,,TRUE,,1210,Driver frontal airbag,,,TRUE,,1,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,D,374990,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450,155/70R13,,TRUE,Not on offer,,TRUE,2 years / Unlimited Kms,,"Internal, With Remote",265,,TRUE,TRUE,,Not on offer,TRUE,,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Heater,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,TRUE,2,,,,,Rear sensors,,,,,,,,TRUE,TRUE,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,T,468229,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450,155/70R13,,TRUE,USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,Internal,265,,TRUE,TRUE,Digital,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,TRUE,2,,,,,Rear sensors,,TRUE,,,,,,TRUE,TRUE,Manual Adjustment,TRUE,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,T (O),502492,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5,Fabric,Manual,2450,155/70R13,,TRUE,USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,"Internal, With Remote",265,,TRUE,TRUE,Digital,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,,2,,,,,Rear sensors,,TRUE,,,,,,TRUE,TRUE,Manual Adjustment,TRUE,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,A (O),499990,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450,155/70R13,,TRUE,Not on offer,,TRUE,2 years / Unlimited Kms,,Internal,265,,TRUE,TRUE,,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,TRUE,2,,,,,Rear sensors,,,,,,,,TRUE,TRUE,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,A,469990,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,Electric Power,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450,155/70R13,,TRUE,Not on offer,,TRUE,2 years / Unlimited Kms,,Internal,265,,TRUE,TRUE,,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,TRUE,2,,,,,Rear sensors,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,T Vdc,528464,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450,155/70R13,,TRUE,USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,Internal,265,,TRUE,TRUE,Digital,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,TRUE,2,,,,,Rear sensors,,TRUE,,,,,,TRUE,TRUE,Manual Adjustment,TRUE,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,T (O) Vdc,553015,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5,Fabric,Manual,2450,155/70R13,,TRUE,USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,"Internal, With Remote",265,,TRUE,TRUE,Digital,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,,2,,,,,Rear sensors,,TRUE,,,,,,TRUE,TRUE,Manual Adjustment,TRUE,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,T Cvt,594464,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,Electric Power,All Windows,,,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450,155/70R13,,TRUE,USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,Internal,265,,TRUE,TRUE,Digital,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,TRUE,2,,,,,Rear sensors,,TRUE,,,,,,TRUE,TRUE,Manual Adjustment,TRUE,,,,,,,,,,,,,,,,,,,,,,
Datsun,Go,T (O) Cvt,618015,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,,864,5,180,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440,1445,155/70R13,155/70R13,Electric Power,All Windows,,,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450,155/70R13,,TRUE,USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,"Internal, With Remote",265,,TRUE,TRUE,Digital,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,"Internal, With Remote",Digital,Manual,Analog + Digital,TRUE,4.6,TRUE,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,,2,,,,,Rear sensors,,TRUE,TRUE,TRUE,,Touch Sensitive,,TRUE,TRUE,Manual Adjustment,TRUE,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Celerio Tour,H2,422444,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,,23.1,,830,5,165,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420,1410,155/80R13,155/80R13,Electric Power,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2425,155/80R13,,,Not on offer,,TRUE,2 years /40000 Kms (years/distance whichever comes first),,Manual,235,,,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,,,TRUE,,,,,,,TRUE,TRUE,,1250,"Driver frontal airbag, Front passenger frontal airbag",TRUE,,,,2,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Celerio Tour,H2 Cng,480670,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,CNG,1560,3695,1600,Hatchback,5,,,,31.76,915,5,165,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420,1410,165/70R14,165/70R14,Electric Power,All Windows,,,59bhp@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2425,165/70R14,,,Not on offer,,TRUE,2 years /40000 Kms (years/distance whichever comes first),,Manual,235,,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,,,,,,TRUE,,,,,,,,TRUE,,1350,"Driver frontal airbag, Front passenger frontal airbag",TRUE,,,,2,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Santro,Era Mt,429990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3,,,5,,,,,,1476,1494,,,Electric Power,Only Front Windows,,,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,TRUE,5,Fabric,Manual,2400,,,TRUE,Not on offer,,TRUE,,,"With Remote, Internal",,,,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,,,"With Remote, Internal",Digital,,Analog,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,,TRUE,,,,,,Multifunction Steering Wheel,TRUE,,Manual Adjustment,,TRUE,,,,,,,,,,,,,,,,,,,,,
Hyundai,Santro,Magna Mt,503990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3,,,5,,,,,,1476,1494,,,Electric Power,All Windows,,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,TRUE,5,Fabric,Manual,2400,,,1,Not on offer,,TRUE,,,"With Remote, Manual, Internal",,,TRUE,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,,,"With Remote, Internal",Digital,,Analog + Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,,TRUE,,,,,,,TRUE,,Manual Adjustment,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,
